fixture,tol,quantity,matched_pair_auroc,lo,hi,mean_delta,wilcoxon_p,verdict,n_pairs,n_complexes,resid_dbur,resid_dnbr,resid_ddsasa,seed,n_boot,note,command
SKEMPI_crystal,bur0.5SD_nbr2_dsasa0.5SD,dH,0.5806,0.5129,0.6462,0.0835,0.061368529233172465,ADDS beyond matched geometry,186,91,0.0295,0.962,0.0294,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
SKEMPI_crystal,bur0.5SD_nbr2_dsasa0.5SD,negH,0.4839,0.4062,0.5667,-0.09535,0.22478672107770925,null (nothing beyond geometry),186,91,0.0295,0.962,0.0294,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
SKEMPI_crystal,bur0.5SD_nbr2_dsasa0.5SD,conf,0.543,0.4706,0.6162,0.02996,0.4655742903172676,null (nothing beyond geometry),186,91,0.0295,0.962,0.0294,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
SKEMPI_crystal,bur0.5SD_nbr2_dsasa0.5SD,dsasa,0.5376,0.4682,0.6094,0.00268,0.3250961659852204,null (nothing beyond geometry),186,91,0.0295,0.962,0.0294,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
SKEMPI_crystal,bur0.5SD_nbr2_dsasa0.5SD,burial,0.5323,0.462,0.5989,0.00192,0.3941170074041249,null (nothing beyond geometry),186,91,0.0295,0.962,0.0294,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.15SD_nbr1_dsasa0.15SD,kl,0.5789,0.3475,0.8235,-0.04074,0.9217147827148438,null (nothing beyond geometry),19,15,0.0086,0.632,2.6132,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.15SD_nbr1_dsasa0.15SD,dsasa,0.5789,0.3182,0.8,-0.20705,0.6507492065429688,null (nothing beyond geometry),19,15,0.0086,0.632,2.6132,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.15SD_nbr1_dsasa0.15SD,burial,0.5526,0.3333,0.7619,0.00175,0.5861803873075235,null (nothing beyond geometry),19,15,0.0086,0.632,2.6132,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.3SD_nbr1_dsasa0.3SD,kl,0.5833,0.4348,0.74,0.05392,0.5182443975132998,null (nothing beyond geometry),48,34,0.0211,0.646,4.6987,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.3SD_nbr1_dsasa0.3SD,dsasa,0.5833,0.449,0.7144,0.3456,0.6880091780960598,null (nothing beyond geometry),48,34,0.0211,0.646,4.6987,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.3SD_nbr1_dsasa0.3SD,burial,0.4479,0.3043,0.5882,-0.00213,0.4915533448673487,null (nothing beyond geometry),48,34,0.0211,0.646,4.6987,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.5SD_nbr2_dsasa0.5SD,kl,0.5338,0.4528,0.616,0.1006,0.17109190853451817,null (nothing beyond geometry),148,65,0.0347,1.142,8.0235,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.5SD_nbr2_dsasa0.5SD,dsasa,0.5338,0.4453,0.62,0.82938,0.29593427342438305,null (nothing beyond geometry),148,65,0.0347,1.142,8.0235,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
Bennett_denovo,bur0.5SD_nbr2_dsasa0.5SD,burial,0.5541,0.4709,0.6376,0.00453,0.18370678156934228,null (nothing beyond geometry),148,65,0.0347,1.142,8.0235,20260803,2000,decisive combiner-free test of the KL demotion: within-complex optimal 1:1 matched pairs on burial+nbr+ΔSASA (the project's pre-registered Phase-0 protocol extended with ΔSASA); matched-pair AUROC = P(KL_hot > KL_null),python3 src/kl_readout_audit3.py
