complex_id,d_af2,d_of3,d_crystal
4B0M_A_BM,1.4698908249999998,-0.07946227500000008,0.33473962
4BFI_A_B,0.0020767599999999367,0.060633949999999937,0.037086645333333536
4CPA_A_I,-0.6426616,0.5039861000000001,-0.08959850000000014
4CVW_A_C,0.29331265000000006,-1.1207487999999999,-0.2548469500000001
4FTV_ABC_DE,-1.1418220999999997,0.7505925999999998,-0.03342889999999965
4FZA_A_B,0.10234628499999987,-0.39963414999999985,-0.4824967200000002
4G0N_A_B,-0.9563601433333332,-0.5394046333333333,0.22524739999999985
4HFK_A_BD,-0.25661240000000013,0.04348794000000004,1.1144497533333333
4HRN_A_D,0.39408540000000003,0.82383128,0.9834014
4I77_HL_Z,-0.6260467019999998,-0.06656961600000004,0.23405922999999995
4J2L_A_CD,-4.24547498,-5.16656139,-4.0120049
4JEU_A_B,0.5151846700000002,-0.08684704999999981,1.036975915
4JFF_ABC_DE,-0.463829368,-0.7568589160000001,-0.8964350200000002
4KRO_A_B,-1.2622177300000001,-1.08916805,-1.1354568
4KRP_A_B,-0.6982922999999999,0.4784698999999999,-1.0116446000000001
4L3E_ABC_DE,-0.5248331850000001,-1.0185263500000001,-1.0940257624999998
4MNQ_ABC_DE,-0.06327135000000006,-0.6252365499999999,-1.6874564
4O27_A_B,-0.12511884000000018,-0.28118694999999994,0.04485675
4OFY_A_D,2.3160786333333334,1.8752344,0.47058096666666677
4OZG_ABJ_GH,0.8471161,0.1785561999999996,1.5942570000000003
4P23_CD_AB,0.9357608749999999,0.42758435249999993,1.0073763625
4P5T_CD_AB,1.04103485,0.1981539499999999,-0.25060627999999996
4PWX_AB_CD,0.15707260999999995,-1.487954025,-1.2884769500000002
4RS1_A_B,-0.6898111250000001,0.16740175000000002,-0.01600572499999997
4YEB_A_B,-0.3940052999999999,0.17518970000000023,-0.4332695000000002
4YFD_A_B,-0.2657786166666665,-0.5555961766666667,-0.5243248733333332
4YH7_A_B,-0.2749650500000001,-0.030993174999999984,1.28730265
4ZS6_HL_A,-0.5957543999999997,0.14277610000000007,-2.4221589
5C6T_HL_A,-0.274700288,-0.032259753999999995,0.23763028400000005
5F4E_A_B,-0.40554933333333326,0.2339813333333335,0.6151901666666667
5K39_A_B,3.4844176000000004,3.13397256,2.4114237000000003
5M2O_A_B,1.5521677724999998,1.6368529299999999,1.4012494500000001
5TAR_A_B,1.3996758000000002,2.78135002,2.4425516000000003
