fixture,quantity,raw_auroc,within_geom_sauroc,wg_lo,wg_hi,wg_verdict,within_geom_sauroc_fitstrata,wgf_lo,wgf_hi,dauroc_FITTED,dfit_lo,dfit_hi,dfit_p,dauroc_unweighted_zsum,duw_lo,duw_hi,n_pos,n_groups,n_hot,geom_auroc_fitted,seed,n_boot,note,command
SKEMPI_crystal,POSCONTROL_delta=0.75,,0.6944,,,,,,,0.0598,,,,0.0521,,,5742,141,325,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
SKEMPI_crystal,POSCONTROL_delta=1.0,,0.7596,,,,,,,0.1014,,,,0.079,,,5742,141,325,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
SKEMPI_crystal,POSCONTROL_delta=1.5,,0.855,,,,,,,0.1666,,,,0.1198,,,5742,141,325,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
SKEMPI_crystal,POSCONTROL_delta=2.0,,0.9209,,,,,,,0.2127,,,,0.1485,,,5742,141,325,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
SKEMPI_crystal,OPTWEIGHT_kl_in_zsum,0.7418,,,,argmax_w=+1.05,,,,,,,,0.0074,,,5742,141,325,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,kl,0.6465,0.4961,0.4604,0.5325,chance,0.4975,0.4715,0.5239,-0.0005,-0.0015,0.0004,0.1455,-0.0123,-0.0194,-0.0056,1569,73,583,0.7343,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,dsasa,0.6103,0.5338,0.496,0.5759,chance,0.5222,0.4904,0.5573,0.0,-0.0,0.0001,0.634,-0.0195,-0.0276,-0.0113,1569,73,583,0.7343,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,POSCONTROL_delta=0.0,,0.4916,,,,,,,-0.001,,,,-0.026,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,POSCONTROL_delta=0.15,,0.5336,,,,,,,0.001,,,,-0.0102,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,POSCONTROL_delta=0.3,,0.589,,,,,,,0.0109,,,,0.0091,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,POSCONTROL_delta=0.5,,0.641,,,,,,,0.0294,,,,0.0291,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,POSCONTROL_delta=0.75,,0.7047,,,,,,,0.057,,,,0.0495,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,POSCONTROL_delta=1.0,,0.761,,,,,,,0.0908,,,,0.0702,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,POSCONTROL_delta=1.5,,0.8597,,,,,,,0.1561,,,,0.1018,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,POSCONTROL_delta=2.0,,0.9223,,,,,,,0.205,,,,0.123,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
Bennett_denovo,OPTWEIGHT_kl_in_zsum,0.7341,,,,argmax_w=-0.05,,,,,,,,0.0004,,,1569,73,583,,20260803,2000,audit of kl_geometry_control.csv: FITTED cross-validated nested logistic dAUROC and within-geometry-stratum AUROC replace the unfitted equal-weight z-sum dAUROC; POSCONTROL rows calibrate the committed readout's detection floor,python3 src/kl_readout_audit.py
